Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
Moka,"Moka (previously Mylo) is Canada’s #1 saving and investing app and we're on a mission to help people around the world achieve their financial goals. Moka makes it easy to save more, spend less, and invest smarter. The Moka app automatically rounds up your everyday purchases and invests the spare change, which makes it possible for everyone to start investing with no minimum investment, lifestyle change or financial knowledge required. Since launching in 2017, the app has been downloaded by 750,000 Canadians and earned thousands of 5-star reviews. In 2020, the company rebranded from Mylo to Moka and expanded to France to make it possible for more people to round up —but investing spare change is just the first Moka feature designed to help people save more, spend less, and invest smarter. Moka is developing new products driven by AI and human expertise that will reduce expenses, accelerate debt repayment, provide financial coaching, deliver valuable cashback rewards, and ultimately empower everyone to make the most of their money.","Montreal, QC, Canada",https://cdn.filestackcontent.com/4ifZRY3LQ4irMb7euI8E,11-50,"Finance, Software",series_a,1,0
Decisive Technologies,Their Enterprise IT Infrastructure solutions are custom-engineered and purpose-built to fit the unique needs of medium and large enterprises. They are optimized to ensure the security and availability of business-critical data and improve business operations using the fastest and most advanced enterprise networking technologies. All our IT infrastructure solutions deliver optimal reliability and performance — from the data center,"Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/F4mtVeT7WJR7CouoDL9g,,"Information Technology, Software",other,3,0
Pulse Industrial,Qalm develops thermal applications using phase changing materials. QALM is a smart steam trap monitoring solution that makes the invisible leaks visible. The company was founded in 2017.,"Kitchener, ON, Canada",https://cdn.filestackcontent.com/eXFyYrjNSvCHW8J1MPXx,"10-49, B2B, Ecommerce/product, Industrial, Sensors/IoT","Hardware, Information Technology, Manufacturing",other,2,0
Kognitiv,"Founded in 2008, Kognitiv enables collaborative commerce through its proprietary technology platform and performance model for leading global brands to build their own peer-to-peer trading networks. In June 2020, Kognitiv and Aimia’s Loyalty Solutions came together to create a technology-forward business, employing over 500 people across 20 countries worldwide. With 200+ clients and partners in more than 50 markets globally, Kognitiv brings to life a world where brands work together to create new opportunities for less, gain direct access to new audiences, and create network effects where everyone wins, all the time. Kognitiv is headquartered in Kitchener, Canada, with team members in Canada (Waterloo, Mississauga, and Kitchener), Argentina (La Plata), Australia (Melbourne and Sydney), Austria (Vienna), Hong Kong, India (Bengaluru and Pune), Japan (Tokyo), Malaysia (Kuala Lumpur), Singapore, UK (London, Manchester, and Bournemouth) and United States (Charlottesville, Minneapolis and Newark).","Toronto, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/7UwetluoTR6F8NvLSm2C,"Data & analytics, Software, Travel",Finance,other,4,0
StoryBolt,"StoryBolt is a marketplace platform that connects organizations to documentary filmmakers and helps them each get access to the content that matters most to them. While the platform enables filmmakers to monetize their short documentaries and access traction data through organizational subscriptions, organizations use the power of documentary storytelling in creating a positive culture that improves employee engagement and retention.","Toronto, ON, Canada, Chicago, IL, USA",https://cdn.filepicker.io/api/file/YQYIOdFUSgW8g73vKcXx,"Data & analytics, Education, HR, Media & entertainment, Software","Education, HR and Recruiting, Media",seed,2,0
Fulhaus,"Fulhaus is an interior design company offering comprehensive interior design and furnishings packages that grow rental businesses. The company also provides custom services for furnished short-term vacation rentals apartments and Airbnb listings for hotels and hospitality accommodations. It explores the removal of barriers, focusing on design quality, economics, and delivery systems to create an interior design as a product, rather than simply a service. The company sources, furnishes, installs, stages, and professionally photographs every Haus-in-a-Box in as little as 3 weeks. Its range of Haus-in-a-box packages aims to leave an impression on guests, while its rapid delivery cadence, customizable add-ons, and flexible pricing options are designed to help grow rental businesses. Fulhaus was founded in 2015 and is headquartered in Montreal, Quebec, Canada.","London, UK, Montreal, QC, Canada, New York, NY, USA",https://cdn.filepicker.io/api/file/SkersLYaT3qR3bWe5Vap,Female founded,"Design, Media, Real Estate, Software, Transportation, Travel",seed,2,0
Marimetrics Technologies,We help industry leaders operate sustainably in the marine environment using data.,"Halifax, NS, Canada, Dartmouth, NS, Canada",https://cdn.filepicker.io/api/file/bQLHt5MRjCpmpMZb76SA,"Data & analytics, Energy, Hardware (non-robotics), Industrial",Transportation,other,1,0
Motryx,Motryx provide quality assurance insights throughout the transport of blood samples.,"Halifax, NS, Canada, Halifax Regional Municipality, NS, Canada",https://cdn.filestackcontent.com/u7GKN2oqQ9afSkCe4LqI,"Sensors/IoT, Software, Medical/life sciences, Healthcare & wellness",Health,other,1,0
Willful,"Willful is building a suite of estate planning products for Canadians, starting with online wills. Using Willful, Canadians can create a will online in less than 20 minutes, for a fraction of the price of a traditional estate lawyer. Our goal is to make it easier to help people prepare for and deal with death, and to give Canadians and their families peace of mind that they have a plan in place.","Toronto, ON, Canada",https://cdn.filestackcontent.com/OlXLPEXjRkLurJVjx4CL,"10-49, B2C, Ecommerce/product, Legal","Information Technology, Real Estate, Software",other,2,0
Silofit,"Silofit is building a network of private, on-demand gyms that can rent by the hour using their app. They focus on leasing and converting small offices and storefronts (350sqft-1000sqft) into micro-gyms. Just book, unlock the door with pin-code, and workout alone, with a friend or book a professional. Professionals can also rent their spaces at 40% cheaper compared to the competition, to train or treat clients. Best of all there's no monthly membership or strings attached. We're connecting spaces and people to make a fitter world.","Montreal, QC, Canada",https://cdn.filestackcontent.com/L7O29yMQ7G29dzOvdlAg,"B2C, Healthcare & wellness, Marketplace, Proptech, Software","Real Estate, Software, Sports, Wellness and Beauty",other,2,0
CheckingIn,"CheckingIn is a complete mental health and well-being platform for any organization. Empower your team with a simple, fast, and approachable tool to assess and respond productively to their feelings. CheckingIn offers real-time employee sentiments, promotes a culture of psychological safety, and delivers measurable ROI.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/oeXaRAebSdmH5FM2Obru,"B2C, Healthcare & wellness, Software","Health, Wellness and Beauty",other,2,0
EM-ONE Energy Solutions,"EM-ONE Energy Solutions is a Canadian firm specializing in sustainable energy, electricity infrastructure and technology.","Toronto, ON, Canada",https://cdn.filestackcontent.com/stWc15JHQhqbxnPupT81,"B2B, Energy, Hardware (non-robotics)",Sustainability,other,2,0
foodmaestro,"FoodMaestro puts you in control of searching, scanning and discovering safe foods – all in one simple to use app. FoodMaestro offers a mobile app product finder giving you access to UK food product data – making it easier to find products that match your dietary profile. Great for those who suffer from an allergy or intolerance to increase the range of products they can consider eating but also great for those looking for products without specific ingredients. Reduce the time spent reviewing food labels and focus on those products which are relevant to you. Create shopping lists and benefit from having detailed access to food product information together with a detailed allergen analysis of each product.","London, UK",https://cdn.filepicker.io/api/file/c8WCgnTjisULrIp41ONg,"10-49, AI/ML, Data & analytics, Food & Beverage, Retail","Food, Health, Information Technology, Software",other,1,0
Ienso,"Established in 2003, Ienso provides imaging and wireless solutions that are helping global brands take their products to the next level in the age of embedded systems and AI platforms. Working with their clients, Ienso accelerates the deployment of innovative imaging and wireless products in a wide range of verticals such as IoT, home automation & robotics, automotive, drones, professional entertainment, industrial robotics, remote surveillance and security. With offices in Canada and China, Ienso has perfected the engineering ecosystems that exist between initial design to high volume manufacturing.","Richmond Hill, ON, Canada",https://cdn.filestackcontent.com/QMbwkkQ9SOK8fHJPMUX2,"Deep tech, Hardware (non-robotics), Manufacturing, Software","Hardware, Manufacturing, Software",other,2,0
Orkestra SCS,"Orkestra Supply Chain Solutions (SCS) is a logistics and technology company that removes complexity by delivering a fully transparent and integrated global supply chain with an intelligent platform and innovative people. Orkestra offers a unique combination of Supply Chain Planning & Design, Technology, and 4PL Services to digitize and optimize customer’s supply chain networks and gives customers a single source of truth into the heart of their business. The proprietary platform leverages AI, Machine Learning and Pervasive IoT to achieve full end-to-end real-time visibility and control in one cloud-enabled system as never before. Through Orkestra's 4PL Services, customers can focus on their core mission and leverage Orkestra’s digital supply chain control tower to reduce fixed overhead costs and drive operational performance. The scope of service spans the customer’s cash to cash cycle, from order placement to collection. The experienced team of supply chain experts, logistics engineers and data scientists is dedicated to transforming global supply chains to make life simple and our planet healthier.","Toronto, ON, Canada, Singapore, Düsseldorf, Germany",https://cdn.filepicker.io/api/file/NYsSbEOxS1WuhxHgOvca,"10-49, B2B, Data & analytics, Logistics / supply chain, SaaS, Software","Finance, Software, Transportation",other,2,0
